name,playcount,mbid,url,artist/name,artist/mbid,artist/url,image/0/#text,image/0/size,image/1/#text,image/1/size,image/2/#text,image/2/size,image/3/#text,image/3/size,@attr/rank
Wild Flag,78,0b9e9d9c-4e13-426b-b28b-839a6ef00d37,http://www.last.fm/music/Wild+Flag/Wild+Flag,Wild Flag,29c40bdc-8465-4ed4-9a64-24441cdd6c0e,http://www.last.fm/music/Wild+Flag,http://userserve-ak.last.fm/serve/34s/70951924.png,small,http://userserve-ak.last.fm/serve/64s/70951924.png,medium,http://userserve-ak.last.fm/serve/126/70951924.png,large,http://userserve-ak.last.fm/serve/300x300/70951924.png,extralarge,11
Live at Reading,76,237476b6-8a3d-491d-9382-9a871459f875,http://www.last.fm/music/Nirvana/Live+at+Reading,Nirvana,5b11f4ce-a62d-471e-81fc-a69a8278c7da,http://www.last.fm/music/Nirvana,http://userserve-ak.last.fm/serve/34s/82630357.png,small,http://userserve-ak.last.fm/serve/64s/82630357.png,medium,http://userserve-ak.last.fm/serve/126/82630357.png,large,http://userserve-ak.last.fm/serve/300x300/82630357.png,extralarge,12
Cedarland,74,bc488d46-2167-40d2-b244-5f15d21d4223,http://www.last.fm/music/Palaxy+Tracks/Cedarland,Palaxy Tracks,35375a4a-159a-4704-a7da-7d195ddf7cbf,http://www.last.fm/music/Palaxy+Tracks,http://userserve-ak.last.fm/serve/34s/32981137.jpg,small,http://userserve-ak.last.fm/serve/64s/32981137.jpg,medium,http://userserve-ak.last.fm/serve/126/32981137.jpg,large,http://userserve-ak.last.fm/serve/300x300/32981137.jpg,extralarge,13
And Then Nothing Turned Itself Inside-Out,66,,http://www.last.fm/music/Yo+La+Tengo/And+Then+Nothing+Turned+Itself+Inside-Out,Yo La Tengo,2af759f4-4c48-49eb-a512-ae463c40b99a,http://www.last.fm/music/Yo+La+Tengo,http://userserve-ak.last.fm/serve/34s/78108360.png,small,http://userserve-ak.last.fm/serve/64s/78108360.png,medium,http://userserve-ak.last.fm/serve/126/78108360.png,large,http://userserve-ak.last.fm/serve/300x300/78108360.png,extralarge,14
Middle Cyclone,65,05472483-8124-3552-93dd-b3c6d1e106fa,http://www.last.fm/music/Neko+Case/Middle+Cyclone,Neko Case,e13d2935-8c42-4c0a-96d7-654062acf106,http://www.last.fm/music/Neko+Case,http://userserve-ak.last.fm/serve/34s/62157289.png,small,http://userserve-ak.last.fm/serve/64s/62157289.png,medium,http://userserve-ak.last.fm/serve/126/62157289.png,large,http://userserve-ak.last.fm/serve/300x300/62157289.png,extralarge,15
Girls Can Tell,63,9a4948e6-c2db-3c77-b9cf-e58af16bb7c5,http://www.last.fm/music/Spoon/Girls+Can+Tell,Spoon,0db1ad0b-3ac1-4425-b10a-3142e795895c,http://www.last.fm/music/Spoon,http://userserve-ak.last.fm/serve/34s/99721685.png,small,http://userserve-ak.last.fm/serve/64s/99721685.png,medium,http://userserve-ak.last.fm/serve/126/99721685.png,large,http://userserve-ak.last.fm/serve/300x300/99721685.png,extralarge,16
Sister,61,8064df63-d605-35ec-8517-41fa501b6190,http://www.last.fm/music/Sonic+Youth/Sister,Sonic Youth,5cbef01b-cc35-4f52-af7b-d0df0c4f61b9,http://www.last.fm/music/Sonic+Youth,http://userserve-ak.last.fm/serve/34s/85060771.png,small,http://userserve-ak.last.fm/serve/64s/85060771.png,medium,http://userserve-ak.last.fm/serve/126/85060771.png,large,http://userserve-ak.last.fm/serve/300x300/85060771.png,extralarge,17
Everyone Who Pretended to Like Me Is Gone,61,6c960e3f-5c0c-4919-9f01-2d18bebe716a,http://www.last.fm/music/The+Walkmen/Everyone+Who+Pretended+to+Like+Me+Is+Gone,The Walkmen,b7834ebd-64ae-46c3-a930-2d3a52ee743a,http://www.last.fm/music/The+Walkmen,http://userserve-ak.last.fm/serve/34s/101720673.png,small,http://userserve-ak.last.fm/serve/64s/101720673.png,medium,http://userserve-ak.last.fm/serve/126/101720673.png,large,http://userserve-ak.last.fm/serve/300x300/101720673.png,extralarge,18
The Kink Kontroversy,61,7a6a0ab5-aa34-3f41-be08-415f9f20f402,http://www.last.fm/music/The+Kinks/The+Kink+Kontroversy,The Kinks,17b53d9f-5c63-4a09-a593-dde4608e0db9,http://www.last.fm/music/The+Kinks,http://userserve-ak.last.fm/serve/34s/86695379.png,small,http://userserve-ak.last.fm/serve/64s/86695379.png,medium,http://userserve-ak.last.fm/serve/126/86695379.png,large,http://userserve-ak.last.fm/serve/300x300/86695379.png,extralarge,19
Alligator,60,fe473929-e6a5-4634-9027-90066667d10b,http://www.last.fm/music/The+National/Alligator,The National,664c3e0e-42d8-48c1-b209-1efca19c0325,http://www.last.fm/music/The+National,http://userserve-ak.last.fm/serve/34s/90164255.png,small,http://userserve-ak.last.fm/serve/64s/90164255.png,medium,http://userserve-ak.last.fm/serve/126/90164255.png,large,http://userserve-ak.last.fm/serve/300x300/90164255.png,extralarge,20
"Selected Ambient Works, Vol. II",60,,"http://www.last.fm/music/Aphex+Twin/Selected+Ambient+Works,+Vol.+II",Aphex Twin,158c6b17-a00a-4624-9ae0-d614d5dd0d52,http://www.last.fm/music/Aphex+Twin,http://userserve-ak.last.fm/serve/34s/93216599.jpg,small,http://userserve-ak.last.fm/serve/64s/93216599.jpg,medium,http://userserve-ak.last.fm/serve/126/93216599.jpg,large,http://userserve-ak.last.fm/serve/300x300/93216599.jpg,extralarge,21
Painful,56,a6e8c16e-ebfb-47a0-abe7-582e606cb353,http://www.last.fm/music/Yo+La+Tengo/Painful,Yo La Tengo,2af759f4-4c48-49eb-a512-ae463c40b99a,http://www.last.fm/music/Yo+La+Tengo,http://userserve-ak.last.fm/serve/34s/80815145.png,small,http://userserve-ak.last.fm/serve/64s/80815145.png,medium,http://userserve-ak.last.fm/serve/126/80815145.png,large,http://userserve-ak.last.fm/serve/300x300/80815145.png,extralarge,22
The Campfire Headphase,56,46448c2f-dbf1-49eb-a07a-ab9cb8d4ad4f,http://www.last.fm/music/Boards+of+Canada/The+Campfire+Headphase,Boards of Canada,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,http://www.last.fm/music/Boards+of+Canada,http://userserve-ak.last.fm/serve/34s/88552753.png,small,http://userserve-ak.last.fm/serve/64s/88552753.png,medium,http://userserve-ak.last.fm/serve/126/88552753.png,large,http://userserve-ak.last.fm/serve/300x300/88552753.png,extralarge,23
Field Music,56,7ddfe266-2fc1-4ebe-aa66-295b4819ce44,http://www.last.fm/music/Field+Music/Field+Music,Field Music,a9ae7a19-be18-4737-8eb1-af560eb177de,http://www.last.fm/music/Field+Music,http://userserve-ak.last.fm/serve/34s/54567651.png,small,http://userserve-ak.last.fm/serve/64s/54567651.png,medium,http://userserve-ak.last.fm/serve/126/54567651.png,large,http://userserve-ak.last.fm/serve/300x300/54567651.png,extralarge,24
Taking Tiger Mountain (By Strategy),56,5bc3e262-3099-3567-b7d2-469456c5e0b6,http://www.last.fm/music/Brian+Eno/Taking+Tiger+Mountain+(By+Strategy),Brian Eno,06a93df5-7ad4-45fb-8e62-07b6a56259ce,http://www.last.fm/music/Brian+Eno,http://userserve-ak.last.fm/serve/34s/102434091.png,small,http://userserve-ak.last.fm/serve/64s/102434091.png,medium,http://userserve-ak.last.fm/serve/126/102434091.png,large,http://userserve-ak.last.fm/serve/300x300/102434091.png,extralarge,25
Quality Control,55,0a99dfdc-ae96-4a2d-86fe-0463445c8e8f,http://www.last.fm/music/Jurassic+5/Quality+Control,Jurassic 5,11c6b106-1c1f-429d-8407-b1ee155d7f72,http://www.last.fm/music/Jurassic+5,http://userserve-ak.last.fm/serve/34s/23683815.jpg,small,http://userserve-ak.last.fm/serve/64s/23683815.jpg,medium,http://userserve-ak.last.fm/serve/126/23683815.jpg,large,http://userserve-ak.last.fm/serve/300x300/23683815.jpg,extralarge,26
Reign in Blood,55,773a1c21-7f8f-4bbb-ba59-3c0b76df8f24,http://www.last.fm/music/Slayer/Reign+in+Blood,Slayer,72de5171-38cf-4734-bc8a-6ac374dea523,http://www.last.fm/music/Slayer,http://userserve-ak.last.fm/serve/34s/46065199.png,small,http://userserve-ak.last.fm/serve/64s/46065199.png,medium,http://userserve-ak.last.fm/serve/126/46065199.png,large,http://userserve-ak.last.fm/serve/300x300/46065199.png,extralarge,27
Disintegration (Remastered),55,,http://www.last.fm/music/The+Cure/Disintegration+(Remastered),The Cure,69ee3720-a7cb-4402-b48d-a02c366f2bcf,http://www.last.fm/music/The+Cure,http://userserve-ak.last.fm/serve/34s/75021810.jpg,small,http://userserve-ak.last.fm/serve/64s/75021810.jpg,medium,http://userserve-ak.last.fm/serve/126/75021810.jpg,large,http://userserve-ak.last.fm/serve/300x300/75021810.jpg,extralarge,28
Silence Yourself,55,6651a160-bc28-4325-afb5-aab63cf5d55e,http://www.last.fm/music/Savages/Silence+Yourself,Savages,42d72c29-8a7a-4c88-89ed-a2ca25d40284,http://www.last.fm/music/Savages,http://userserve-ak.last.fm/serve/34s/89204557.png,small,http://userserve-ak.last.fm/serve/64s/89204557.png,medium,http://userserve-ak.last.fm/serve/126/89204557.png,large,http://userserve-ak.last.fm/serve/300x300/89204557.png,extralarge,29
A Series of Sneaks,54,1005df5f-3931-3f0f-9911-db1a81e4e8ee,http://www.last.fm/music/Spoon/A+Series+of+Sneaks,Spoon,0db1ad0b-3ac1-4425-b10a-3142e795895c,http://www.last.fm/music/Spoon,http://userserve-ak.last.fm/serve/34s/99721773.png,small,http://userserve-ak.last.fm/serve/64s/99721773.png,medium,http://userserve-ak.last.fm/serve/126/99721773.png,large,http://userserve-ak.last.fm/serve/300x300/99721773.png,extralarge,30
Reconstruction Site,54,60c87297-1ac5-3086-b1eb-e49899426440,http://www.last.fm/music/The+Weakerthans/Reconstruction+Site,The Weakerthans,bc68928b-fbb5-4aac-baae-52ba49202372,http://www.last.fm/music/The+Weakerthans,http://userserve-ak.last.fm/serve/34s/62750593.png,small,http://userserve-ak.last.fm/serve/64s/62750593.png,medium,http://userserve-ak.last.fm/serve/126/62750593.png,large,http://userserve-ak.last.fm/serve/300x300/62750593.png,extralarge,31
In The City (Remastered Version),54,,http://www.last.fm/music/The+Jam/In+The+City+(Remastered+Version),The Jam,23228f18-01d5-493e-94ce-cfcde82a8db2,http://www.last.fm/music/The+Jam,http://userserve-ak.last.fm/serve/34s/29921897.jpg,small,http://userserve-ak.last.fm/serve/64s/29921897.jpg,medium,http://userserve-ak.last.fm/serve/126/29921897.jpg,large,http://userserve-ak.last.fm/serve/300x300/29921897.jpg,extralarge,32
Wrath Of The Math,53,ff0dabec-536d-4cf4-a15c-89b2a5a60622,http://www.last.fm/music/Jeru+the+Damaja/Wrath+Of+The+Math,Jeru the Damaja,5a235eed-0279-45b6-8027-49c560d469db,http://www.last.fm/music/Jeru+the+Damaja,http://userserve-ak.last.fm/serve/34s/96923529.jpg,small,http://userserve-ak.last.fm/serve/64s/96923529.jpg,medium,http://userserve-ak.last.fm/serve/126/96923529.jpg,large,http://userserve-ak.last.fm/serve/300x300/96923529.jpg,extralarge,33
Daydream Nation,52,2116c519-403d-4aa7-bc44-6fbb738a31df,http://www.last.fm/music/Sonic+Youth/Daydream+Nation,Sonic Youth,5cbef01b-cc35-4f52-af7b-d0df0c4f61b9,http://www.last.fm/music/Sonic+Youth,http://userserve-ak.last.fm/serve/34s/103075945.png,small,http://userserve-ak.last.fm/serve/64s/103075945.png,medium,http://userserve-ak.last.fm/serve/126/103075945.png,large,http://userserve-ak.last.fm/serve/300x300/103075945.png,extralarge,34
Dirty,51,9dadc7da-ac2f-465c-8825-b6d7e598ac2b,http://www.last.fm/music/Sonic+Youth/Dirty,Sonic Youth,5cbef01b-cc35-4f52-af7b-d0df0c4f61b9,http://www.last.fm/music/Sonic+Youth,http://userserve-ak.last.fm/serve/34s/88371737.png,small,http://userserve-ak.last.fm/serve/64s/88371737.png,medium,http://userserve-ak.last.fm/serve/126/88371737.png,large,http://userserve-ak.last.fm/serve/300x300/88371737.png,extralarge,35
The Reminder,51,48d53708-53f0-3a66-8520-5d8093a0e477,http://www.last.fm/music/Feist/The+Reminder,Feist,a670e05a-cea8-4b37-bce9-d82daf1a0fa4,http://www.last.fm/music/Feist,http://userserve-ak.last.fm/serve/34s/67147496.png,small,http://userserve-ak.last.fm/serve/64s/67147496.png,medium,http://userserve-ak.last.fm/serve/126/67147496.png,large,http://userserve-ak.last.fm/serve/300x300/67147496.png,extralarge,36
In On the Kill Taker,49,61ff02c0-f2a2-4751-8d6a-01a575b47b6c,http://www.last.fm/music/Fugazi/In+On+the+Kill+Taker,Fugazi,233fc3f3-6de2-465c-985e-e721dbabbace,http://www.last.fm/music/Fugazi,http://userserve-ak.last.fm/serve/34s/98249991.png,small,http://userserve-ak.last.fm/serve/64s/98249991.png,medium,http://userserve-ak.last.fm/serve/126/98249991.png,large,http://userserve-ak.last.fm/serve/300x300/98249991.png,extralarge,37
Singles Going Steady,49,7648ee2f-7393-3041-b929-39455c241f2c,http://www.last.fm/music/Buzzcocks/Singles+Going+Steady,Buzzcocks,31e9c35b-2675-4632-8596-f9bd9286f6c8,http://www.last.fm/music/Buzzcocks,http://userserve-ak.last.fm/serve/34s/103838793.png,small,http://userserve-ak.last.fm/serve/64s/103838793.png,medium,http://userserve-ak.last.fm/serve/126/103838793.png,large,http://userserve-ak.last.fm/serve/300x300/103838793.png,extralarge,38
Dr. Octagonecologyst,49,cddbf21f-9cd8-4665-a015-3cdc50cdcc72,http://www.last.fm/music/Dr.+Octagon/Dr.+Octagonecologyst,Dr. Octagon,3eba5e02-780b-4acd-befb-d23a0c6708dd,http://www.last.fm/music/Dr.+Octagon,http://userserve-ak.last.fm/serve/34s/100710119.png,small,http://userserve-ak.last.fm/serve/64s/100710119.png,medium,http://userserve-ak.last.fm/serve/126/100710119.png,large,http://userserve-ak.last.fm/serve/300x300/100710119.png,extralarge,39
The Lost Take,49,09ddd356-a4fe-4db4-a61f-463d442e887d,http://www.last.fm/music/Dosh/The+Lost+Take,Dosh,a6018f35-4de1-4003-8941-6f72012898e7,http://www.last.fm/music/Dosh,http://userserve-ak.last.fm/serve/34s/42315401.jpg,small,http://userserve-ak.last.fm/serve/64s/42315401.jpg,medium,http://userserve-ak.last.fm/serve/126/42315401.jpg,large,http://userserve-ak.last.fm/serve/300x300/42315401.jpg,extralarge,40
Madvillainy,48,a63ffa0d-d6f0-4941-9659-8e199ca14a60,http://www.last.fm/music/Madvillain/Madvillainy,Madvillain,4e024037-14b7-4aea-99ad-c6ace63b9620,http://www.last.fm/music/Madvillain,http://userserve-ak.last.fm/serve/34s/98607925.png,small,http://userserve-ak.last.fm/serve/64s/98607925.png,medium,http://userserve-ak.last.fm/serve/126/98607925.png,large,http://userserve-ak.last.fm/serve/300x300/98607925.png,extralarge,41
The Complete Hank Williams,48,28dc6cb2-2da0-460a-a6f2-3caf147b73b6,http://www.last.fm/music/Hank+Williams/The+Complete+Hank+Williams,Hank Williams,83c84c73-84fa-4668-a75a-7aced8ca34ec,http://www.last.fm/music/Hank+Williams,http://userserve-ak.last.fm/serve/34s/95027965.png,small,http://userserve-ak.last.fm/serve/64s/95027965.png,medium,http://userserve-ak.last.fm/serve/126/95027965.png,large,http://userserve-ak.last.fm/serve/300x300/95027965.png,extralarge,42
From the Forest to the Sea,48,5f222a25-0ee9-4475-99c0-4b01c92625a3,http://www.last.fm/music/Southeast+Engine/From+the+Forest+to+the+Sea,Southeast Engine,e7777ea1-be10-4f19-8a7c-e1bedd5e1dfd,http://www.last.fm/music/Southeast+Engine,http://userserve-ak.last.fm/serve/34s/24433151.jpg,small,http://userserve-ak.last.fm/serve/64s/24433151.jpg,medium,http://userserve-ak.last.fm/serve/126/24433151.jpg,large,http://userserve-ak.last.fm/serve/300x300/24433151.jpg,extralarge,43
Celebration Rock,47,9f04e967-02e4-42f1-986c-855197bb7de0,http://www.last.fm/music/Japandroids/Celebration+Rock,Japandroids,2008d65c-31ee-4382-8960-5188523568d5,http://www.last.fm/music/Japandroids,http://userserve-ak.last.fm/serve/34s/77780776.png,small,http://userserve-ak.last.fm/serve/64s/77780776.png,medium,http://userserve-ak.last.fm/serve/126/77780776.png,large,http://userserve-ak.last.fm/serve/300x300/77780776.png,extralarge,44
3/5,46,b49dc70e-424d-42c3-b844-ea513d5474d7,http://www.last.fm/music/Les+Savy+Fav/3%2F5,Les Savy Fav,c507bf8f-2ac0-47e5-b7c6-4afd61a977e2,http://www.last.fm/music/Les+Savy+Fav,http://userserve-ak.last.fm/serve/34s/74729628.png,small,http://userserve-ak.last.fm/serve/64s/74729628.png,medium,http://userserve-ak.last.fm/serve/126/74729628.png,large,http://userserve-ak.last.fm/serve/300x300/74729628.png,extralarge,45
Check Your Head (Deluxe Version) [Remastered],45,,http://www.last.fm/music/Beastie+Boys/Check+Your+Head+(Deluxe+Version)+%5BRemastered%5D,Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,http://www.last.fm/music/Beastie+Boys,http://userserve-ak.last.fm/serve/34s/75630670.jpg,small,http://userserve-ak.last.fm/serve/64s/75630670.jpg,medium,http://userserve-ak.last.fm/serve/126/75630670.jpg,large,http://userserve-ak.last.fm/serve/300x300/75630670.jpg,extralarge,46
Washing Machine,43,423bf1d0-5ed4-4e66-9b68-06fe301c59cd,http://www.last.fm/music/Sonic+Youth/Washing+Machine,Sonic Youth,5cbef01b-cc35-4f52-af7b-d0df0c4f61b9,http://www.last.fm/music/Sonic+Youth,http://userserve-ak.last.fm/serve/34s/84687293.png,small,http://userserve-ak.last.fm/serve/64s/84687293.png,medium,http://userserve-ak.last.fm/serve/126/84687293.png,large,http://userserve-ak.last.fm/serve/300x300/84687293.png,extralarge,47
Mos Def & Talib Kweli Are Black Star,42,66df81d2-9787-3838-85fa-fa0de57990f3,http://www.last.fm/music/Black+Star/Mos+Def+&+Talib+Kweli+Are+Black+Star,Black Star,02708fd6-0fe6-4738-a27d-0561ace8b4c6,http://www.last.fm/music/Black+Star,http://userserve-ak.last.fm/serve/34s/94791505.jpg,small,http://userserve-ak.last.fm/serve/64s/94791505.jpg,medium,http://userserve-ak.last.fm/serve/126/94791505.jpg,large,http://userserve-ak.last.fm/serve/300x300/94791505.jpg,extralarge,48
Reasonable Doubt,42,,http://www.last.fm/music/Jay-Z/Reasonable+Doubt,Jay-Z,,http://www.last.fm/music/Jay-Z,http://userserve-ak.last.fm/serve/34s/93278349.png,small,http://userserve-ak.last.fm/serve/64s/93278349.png,medium,http://userserve-ak.last.fm/serve/126/93278349.png,large,http://userserve-ak.last.fm/serve/300x300/93278349.png,extralarge,49
Ladies & Gentlemen We Are Floating In Space,42,,http://www.last.fm/music/Spiritualized/Ladies+&+Gentlemen+We+Are+Floating+In+Space,Spiritualized,1b37dcf1-0ae1-4e62-8994-5b6e2d98b6cc,http://www.last.fm/music/Spiritualized,http://userserve-ak.last.fm/serve/34s/60298585.png,small,http://userserve-ak.last.fm/serve/64s/60298585.png,medium,http://userserve-ak.last.fm/serve/126/60298585.png,large,http://userserve-ak.last.fm/serve/300x300/60298585.png,extralarge,50
